"topic","factor","CreationDate","mean","low","high"
"innovation_idea_ibm","other","7/31/2003",0.015805,0.013403,0.018313
"innovation_idea_ibm","other","8/1/2003",0.013807,0.011672,0.01624
"values_company_ibm","exec_mana","10/26/2004",0.017724,0.015497,0.020476
"values_company_ibm","exec_mana","10/27/2004",0.0155,0.014207,0.016798
"values_company_ibm","exec_mana","10/28/2004",0.014907,0.013431,0.016489
"values_company_ibm","exec_mana","7/29/2003",0.205395,0.186237,0.226668
"values_company_ibm","exec_mana","7/30/2003",0.168389,0.153159,0.183594
"values_company_ibm","exec_mana","7/31/2003",0.154078,0.137099,0.170933
"values_company_ibm","exec_mana","8/1/2003",0.142174,0.12138,0.165266
"values_company_ibm","other","10/26/2004",0.015369,0.013902,0.016833
"values_company_ibm","other","10/27/2004",0.01563,0.014582,0.016616
"values_company_ibm","other","10/28/2004",0.016505,0.015317,0.017848
"values_company_ibm","other","7/29/2003",0.154098,0.143788,0.164945
"values_company_ibm","other","7/30/2003",0.140475,0.132141,0.149607
"values_company_ibm","other","7/31/2003",0.122427,0.113212,0.131952
"values_company_ibm","other","8/1/2003",0.121132,0.110769,0.131909
"ibm_customer_solution","exec_mana","10/26/2004",0.034813,0.030647,0.038958
"ibm_customer_solution","exec_mana","10/27/2004",0.0352,0.032395,0.038138
"ibm_customer_solution","exec_mana","10/28/2004",0.038882,0.035309,0.042503
"ibm_customer_solution","exec_mana","7/29/2003",0.015529,0.011239,0.020431
"ibm_customer_solution","exec_mana","7/30/2003",0.01081,0.008865,0.013106
"ibm_customer_solution","exec_mana","7/31/2003",0.012518,0.009855,0.015896
"ibm_customer_solution","exec_mana","8/1/2003",0.014482,0.009515,0.020328
"ibm_customer_solution","other","10/26/2004",0.031332,0.028493,0.034382
"ibm_customer_solution","other","10/27/2004",0.030859,0.028969,0.032629
"ibm_customer_solution","other","10/28/2004",0.028746,0.026768,0.030817
"ibm_customer_solution","other","7/29/2003",0.012713,0.010832,0.014558
"ibm_customer_solution","other","7/30/2003",0.01271,0.011341,0.014209
"ibm_customer_solution","other","7/31/2003",0.012065,0.010241,0.013964
"ibm_customer_solution","other","8/1/2003",0.014716,0.011745,0.017686
"sale_brand_team","exec_mana","10/26/2004",0.057608,0.0519,0.063414
"sale_brand_team","exec_mana","10/27/2004",0.064545,0.060501,0.068937
"sale_brand_team","exec_mana","10/28/2004",0.0712,0.066384,0.076174
"sale_brand_team","exec_mana","7/29/2003",0.017244,0.012689,0.022016
"sale_brand_team","exec_mana","7/30/2003",0.021214,0.016901,0.025694
"sale_brand_team","exec_mana","7/31/2003",0.014793,0.011738,0.018444
"sale_brand_team","exec_mana","8/1/2003",0.019219,0.01334,0.026061
"sale_brand_team","other","10/26/2004",0.032509,0.029562,0.035522
"sale_brand_team","other","10/27/2004",0.036521,0.034611,0.038755
"sale_brand_team","other","10/28/2004",0.037556,0.035154,0.039891
"sale_brand_team","other","7/29/2003",0.01291,0.011042,0.014913
"sale_brand_team","other","7/30/2003",0.015395,0.013509,0.017268
"sale_brand_team","other","7/31/2003",0.015049,0.012848,0.01735
"sale_brand_team","other","8/1/2003",0.014972,0.012348,0.017862
"project_delivery_client","exec_mana","10/26/2004",0.033057,0.028863,0.037265
"project_delivery_client","exec_mana","10/27/2004",0.036792,0.033768,0.039756
"project_delivery_client","exec_mana","10/28/2004",0.034529,0.031386,0.037739
"project_delivery_client","exec_mana","7/29/2003",0.009949,0.008015,0.012019
"project_delivery_client","exec_mana","7/30/2003",0.009869,0.008241,0.011923
"project_delivery_client","exec_mana","7/31/2003",0.011345,0.009278,0.013722
"project_delivery_client","exec_mana","8/1/2003",0.00743,0.006516,0.008551
"project_delivery_client","other","10/26/2004",0.036236,0.033016,0.039369
"project_delivery_client","other","10/27/2004",0.039408,0.037397,0.041508
"project_delivery_client","other","10/28/2004",0.040483,0.038112,0.043088
"project_delivery_client","other","7/29/2003",0.010656,0.009261,0.012349
"project_delivery_client","other","7/30/2003",0.011043,0.010054,0.012109
"project_delivery_client","other","7/31/2003",0.012124,0.010533,0.013928
"project_delivery_client","other","8/1/2003",0.011358,0.009924,0.012989
"employee_award_reward","exec_mana","10/26/2004",0.023178,0.02009,0.026248
"employee_award_reward","exec_mana","10/27/2004",0.023535,0.021579,0.025704
"employee_award_reward","exec_mana","10/28/2004",0.019868,0.017978,0.022066
"employee_award_reward","exec_mana","7/29/2003",0.019618,0.014512,0.025171
"employee_award_reward","exec_mana","7/30/2003",0.015601,0.012405,0.019212
"employee_award_reward","exec_mana","7/31/2003",0.027965,0.021163,0.035937
"employee_award_reward","exec_mana","8/1/2003",0.021687,0.015514,0.029725
"employee_award_reward","other","10/26/2004",0.023569,0.021119,0.02604
"employee_award_reward","other","10/27/2004",0.025244,0.023657,0.026864
"employee_award_reward","other","10/28/2004",0.021007,0.019426,0.022685
"employee_award_reward","other","7/29/2003",0.020953,0.017963,0.024444
"employee_award_reward","other","7/30/2003",0.019576,0.016931,0.02221
"employee_award_reward","other","7/31/2003",0.026433,0.022469,0.030341
"employee_award_reward","other","8/1/2003",0.020819,0.01741,0.024372
"team_meeting_work","exec_mana","10/26/2004",0.031963,0.028183,0.035867
"team_meeting_work","exec_mana","10/27/2004",0.029793,0.027358,0.032471
"team_meeting_work","exec_mana","10/28/2004",0.031339,0.028388,0.034362
"team_meeting_work","exec_mana","7/29/2003",0.016061,0.011766,0.021216
"team_meeting_work","exec_mana","7/30/2003",0.017991,0.014041,0.022196
"team_meeting_work","exec_mana","7/31/2003",0.018834,0.014513,0.023943
"team_meeting_work","exec_mana","8/1/2003",0.015121,0.011191,0.019546
"team_meeting_work","other","10/26/2004",0.028646,0.025977,0.03138
"team_meeting_work","other","10/27/2004",0.029172,0.027558,0.031043
"team_meeting_work","other","10/28/2004",0.02929,0.027185,0.031384
"team_meeting_work","other","7/29/2003",0.015944,0.013429,0.01873
"team_meeting_work","other","7/30/2003",0.017257,0.015158,0.01947
"team_meeting_work","other","7/31/2003",0.016268,0.013615,0.019079
"team_meeting_work","other","8/1/2003",0.019098,0.015731,0.022225
"process_time_tool","exec_mana","10/26/2004",0.033361,0.029906,0.036699
"process_time_tool","exec_mana","10/27/2004",0.039389,0.036705,0.042115
"process_time_tool","exec_mana","10/28/2004",0.038852,0.035946,0.04193
"process_time_tool","exec_mana","7/29/2003",0.017716,0.013623,0.02184
"process_time_tool","exec_mana","7/30/2003",0.014094,0.011453,0.016913
"process_time_tool","exec_mana","7/31/2003",0.02037,0.016473,0.024858
"process_time_tool","exec_mana","8/1/2003",0.019301,0.014907,0.024603
"process_time_tool","other","10/26/2004",0.032235,0.02967,0.034732
"process_time_tool","other","10/27/2004",0.038047,0.036258,0.039826
"process_time_tool","other","10/28/2004",0.040217,0.038196,0.042532
"process_time_tool","other","7/29/2003",0.01911,0.016564,0.02196
"process_time_tool","other","7/30/2003",0.021625,0.019162,0.024114
"process_time_tool","other","7/31/2003",0.020873,0.018131,0.02388
"process_time_tool","other","8/1/2003",0.017913,0.015015,0.021093
"contract_deal_customer","exec_mana","10/26/2004",0.022108,0.019298,0.025056
"contract_deal_customer","exec_mana","10/27/2004",0.021573,0.019894,0.023583
"contract_deal_customer","exec_mana","10/28/2004",0.019232,0.017306,0.021224
"contract_deal_customer","exec_mana","7/29/2003",0.010347,0.007723,0.014035
"contract_deal_customer","exec_mana","7/30/2003",0.01009,0.007882,0.012805
"contract_deal_customer","exec_mana","7/31/2003",0.009405,0.007606,0.011951
"contract_deal_customer","exec_mana","8/1/2003",0.008743,0.00693,0.010916
"contract_deal_customer","other","10/26/2004",0.020262,0.017997,0.022391
"contract_deal_customer","other","10/27/2004",0.018704,0.017425,0.019949
"contract_deal_customer","other","10/28/2004",0.019983,0.018548,0.021569
"contract_deal_customer","other","7/29/2003",0.011325,0.009731,0.013027
"contract_deal_customer","other","7/30/2003",0.013263,0.011323,0.015459
"contract_deal_customer","other","7/31/2003",0.010618,0.009262,0.012289
"contract_deal_customer","other","8/1/2003",0.01152,0.009724,0.013558
"skill_people_job","exec_mana","10/26/2004",0.037827,0.033362,0.042155
"skill_people_job","exec_mana","10/27/2004",0.0321,0.029759,0.034626
"skill_people_job","exec_mana","10/28/2004",0.038141,0.035155,0.041238
"skill_people_job","exec_mana","7/29/2003",0.018913,0.015003,0.022952
"skill_people_job","exec_mana","7/30/2003",0.018213,0.015246,0.021637
"skill_people_job","exec_mana","7/31/2003",0.020753,0.016276,0.025742
"skill_people_job","exec_mana","8/1/2003",0.023199,0.017749,0.029316
"skill_people_job","other","10/26/2004",0.034161,0.031341,0.037005
"skill_people_job","other","10/27/2004",0.040863,0.038853,0.042935
"skill_people_job","other","10/28/2004",0.040475,0.038274,0.042909
"skill_people_job","other","7/29/2003",0.021115,0.018389,0.024073
"skill_people_job","other","7/30/2003",0.020714,0.018519,0.022815
"skill_people_job","other","7/31/2003",0.026192,0.022795,0.029768
"skill_people_job","other","8/1/2003",0.02302,0.019646,0.026604
"idea_comment_jam","exec_mana","10/26/2004",0.049746,0.045254,0.054293
"idea_comment_jam","exec_mana","10/27/2004",0.046921,0.044131,0.049857
"idea_comment_jam","exec_mana","10/28/2004",0.039118,0.03607,0.042202
"idea_comment_jam","exec_mana","7/29/2003",0.027648,0.022357,0.033717
"idea_comment_jam","exec_mana","7/30/2003",0.039437,0.033807,0.045596
"idea_comment_jam","exec_mana","7/31/2003",0.04685,0.039468,0.054598
"idea_comment_jam","exec_mana","8/1/2003",0.040961,0.03172,0.051128
"idea_comment_jam","other","10/26/2004",0.044299,0.041099,0.047623
"idea_comment_jam","other","10/27/2004",0.039865,0.037897,0.041842
"idea_comment_jam","other","10/28/2004",0.034346,0.032328,0.036199
"idea_comment_jam","other","7/29/2003",0.030717,0.027024,0.034568
"idea_comment_jam","other","7/30/2003",0.038897,0.035349,0.042794
"idea_comment_jam","other","7/31/2003",0.042188,0.037638,0.047138
"idea_comment_jam","other","8/1/2003",0.037567,0.032768,0.042844
"ibm_business_market","exec_mana","10/26/2004",0.03742,0.033246,0.04176
"ibm_business_market","exec_mana","10/27/2004",0.032697,0.030338,0.035395
"ibm_business_market","exec_mana","10/28/2004",0.036973,0.034084,0.040186
"ibm_business_market","exec_mana","7/29/2003",0.059092,0.049391,0.07022
"ibm_business_market","exec_mana","7/30/2003",0.069889,0.059409,0.080661
"ibm_business_market","exec_mana","7/31/2003",0.046104,0.038321,0.054641
"ibm_business_market","exec_mana","8/1/2003",0.046901,0.035536,0.058363
"ibm_business_market","other","10/26/2004",0.034173,0.031553,0.037028
"ibm_business_market","other","10/27/2004",0.031837,0.030165,0.03366
"ibm_business_market","other","10/28/2004",0.031549,0.029626,0.033483
"ibm_business_market","other","7/29/2003",0.048303,0.042969,0.05387
"ibm_business_market","other","7/30/2003",0.045073,0.040842,0.049668
"ibm_business_market","other","7/31/2003",0.044467,0.038853,0.050102
"ibm_business_market","other","8/1/2003",0.051569,0.044598,0.059063
"time_cost_year","exec_mana","10/26/2004",0.03644,0.032639,0.040158
"time_cost_year","exec_mana","10/27/2004",0.039493,0.037049,0.041995
"time_cost_year","exec_mana","10/28/2004",0.035687,0.033213,0.038307
"time_cost_year","exec_mana","7/29/2003",0.022565,0.018086,0.02746
"time_cost_year","exec_mana","7/30/2003",0.023053,0.018374,0.028054
"time_cost_year","exec_mana","7/31/2003",0.024272,0.019953,0.029117
"time_cost_year","exec_mana","8/1/2003",0.020349,0.015293,0.026339
"time_cost_year","other","10/26/2004",0.04248,0.039482,0.045401
"time_cost_year","other","10/27/2004",0.041381,0.03967,0.043368
"time_cost_year","other","10/28/2004",0.039726,0.037708,0.04187
"time_cost_year","other","7/29/2003",0.030977,0.027588,0.034609
"time_cost_year","other","7/30/2003",0.029213,0.026364,0.032215
"time_cost_year","other","7/31/2003",0.030791,0.027462,0.034528
"time_cost_year","other","8/1/2003",0.026332,0.022989,0.029866
"team_people_ibm","exec_mana","10/26/2004",0.060935,0.055543,0.066571
"team_people_ibm","exec_mana","10/27/2004",0.064245,0.060523,0.067876
"team_people_ibm","exec_mana","10/28/2004",0.064976,0.060586,0.069056
"team_people_ibm","exec_mana","7/29/2003",0.082635,0.069645,0.096871
"team_people_ibm","exec_mana","7/30/2003",0.091045,0.079983,0.101895
"team_people_ibm","exec_mana","7/31/2003",0.106058,0.092266,0.118417
"team_people_ibm","exec_mana","8/1/2003",0.110488,0.090455,0.12922
"team_people_ibm","other","10/26/2004",0.053589,0.049474,0.057379
"team_people_ibm","other","10/27/2004",0.054797,0.052524,0.057295
"team_people_ibm","other","10/28/2004",0.058882,0.055882,0.061618
"team_people_ibm","other","7/29/2003",0.072688,0.065465,0.080043
"team_people_ibm","other","7/30/2003",0.084865,0.078967,0.091011
"team_people_ibm","other","7/31/2003",0.078528,0.071544,0.085818
"team_people_ibm","other","8/1/2003",0.073847,0.065931,0.081479
"people_work_make","exec_mana","10/26/2004",0.076586,0.071963,0.08125
"people_work_make","exec_mana","10/27/2004",0.076332,0.07315,0.079539
"people_work_make","exec_mana","10/28/2004",0.071953,0.068679,0.075574
"people_work_make","exec_mana","7/29/2003",0.105095,0.093057,0.116921
"people_work_make","exec_mana","7/30/2003",0.119631,0.110147,0.129693
"people_work_make","exec_mana","7/31/2003",0.130692,0.11791,0.144126
"people_work_make","exec_mana","8/1/2003",0.117466,0.103256,0.132326
"people_work_make","other","10/26/2004",0.089002,0.085064,0.092609
"people_work_make","other","10/27/2004",0.085967,0.083498,0.088203
"people_work_make","other","10/28/2004",0.082977,0.080089,0.085648
"people_work_make","other","7/29/2003",0.12746,0.11959,0.135634
"people_work_make","other","7/30/2003",0.140065,0.133361,0.146397
"people_work_make","other","7/31/2003",0.137151,0.128941,0.145279
"people_work_make","other","8/1/2003",0.144707,0.135035,0.154348
"product_development_software","exec_mana","10/26/2004",0.020929,0.018441,0.023555
"product_development_software","exec_mana","10/27/2004",0.017361,0.01582,0.019105
"product_development_software","exec_mana","10/28/2004",0.016452,0.014767,0.018294
"product_development_software","exec_mana","7/29/2003",0.011605,0.008595,0.01553
"product_development_software","exec_mana","7/30/2003",0.009701,0.007843,0.011906
"product_development_software","exec_mana","7/31/2003",0.009171,0.007671,0.010886
"product_development_software","exec_mana","8/1/2003",0.010111,0.008013,0.012663
"product_development_software","other","10/26/2004",0.029055,0.026365,0.031724
"product_development_software","other","10/27/2004",0.026775,0.025216,0.028467
"product_development_software","other","10/28/2004",0.025111,0.023378,0.02689
"product_development_software","other","7/29/2003",0.012844,0.011106,0.014597
"product_development_software","other","7/30/2003",0.011947,0.010658,0.013344
"product_development_software","other","7/31/2003",0.012131,0.010683,0.013619
"product_development_software","other","8/1/2003",0.010848,0.009318,0.012569
